KEY	영어	한국어	중국어(간체)
FXSettingEditInfoVC:checkInputInfo	Please check the input information.	입력된 정보를 확인해 주시기 바랍니다.	请确认所输入的信息
FXSettingEditInfoVC:alertPreventFirstName	First name cannot contain special characters or numbers.	성에 특수문자나 숫자는\n입력할 수 없습니다.	不能包含特殊字符或数字
FXSettingEditInfoVC:alertPreventLastName	Last name cannot contain special characters or numbers.	이름에 특수문자나 숫자는\n입력할 수 없습니다.	不能包含特殊字符或数字。
FXSettingEditInfoVC:NotUseSpecialCharacters	Special characters (/, :, *, ?, <, >, |, \, and \) cannot be used.	이름에 특수문자나 숫자는 입력할 수 없습니다.	不能使用特殊字符 (\\ / : * ? \ “ < > |)！
FXSettingEditInfoVC:maxLength	Username cannot exceed 30 characters.	사용자 이름은 최대 30자까지 입력할 수 있습니다.	用户名最多可以有30个字符。
FXSettingEditInfoVC:lblPasswordSetup	Set your password	비밀번호를 설정합니다	设置密码
			
USNSSender:SNSNameFacebook	Facebook	페이스북	Facebook
USNSSender:SNSNameTwitter	Twitter	트위터	Twitter
USNSSender:SNSCompletePost	Posted	게시가 완료되었습니다.	已发送
			
FXLockSettingVC:formatMinute	%dMin	%d분	%d分
FXLockSettingVC:formatSecond	%dSec	%d초	%d秒
FXLockSettingVC:formatNow	Immediately	즉시	立即
FXLockSettingVC:btnSetup	Passcode	잠금 번호 설정	设置锁定密码
FXLockSettingVC:btnChange	Change Passcode	잠금 번호 변경	更改锁定密码
FXLockSettingVC:btnClear	Disable Passcode	잠금 번호 해제	注销锁定密码
FXLockSettingVC:lblLockActiveTime	Require Passcode	백그라운드 잠금 시간 설정	设置后台锁定时间
FXLockSettingVC:lblText	You will be automatically logged out if you enter the passcode incorrectly five consecutive times.	5회 이상 암호가 일치하지 않을 시 자동 로그아웃 됩니다	密码输入错误次数达到 5 次时，会被自动退出登录。
			
FXPopLockVC:lblTitle	Passcode	Passcode	Passcode
FXPopLockVC:forceLogout	You will be logged out\nbecause the passcode entered is incorrect.	잠금 번호에 잘못 접근하여 로그아웃 합니다.	由于锁定密码访问错误，将要退出登录。
FXPopLockVC:btnLogout	Log Out	로그아웃	退出登录
FXPopLockVC:btnCancel	Cancel	취소	取消
FXPopLockVC:alert5Count	You will be automatically logged out if you enter the passcode incorrectly five consecutive times.	5회 이상 암호가 일치하지 않아 자동 로그아웃 됩니다.	由于密码输入错误次数达到 5 次，将要自动退出登录。
FXPopLockVC:alertWrongCode	You have entered an incorrect passcode.	잠금 번호가 잘못 입력되었습니다.	锁定密码输入错误！
FXPopLockVC:alertClear	The passcode feature has been disabled.	잠금번호가 해제되었습니다.	锁定密码已被注销
FXPopLockVC:alertSetupComplete	The passcode has been changed.	새로운 잠금번호가 설정되었습니다.	已设置新锁定密码
FXPopLockVC:alertDifferentCode	The passcode is incorrect.	잠금 번호가 일치하지 않습니다.	锁定密码错误！
FXPopLockVC:titleConfirm	Enter your passcode	암호 입력	确认锁定密码
FXPopLockVC:titleSetup1	Enter a new passcode	새로운 번호 입력	输入新密码
FXPopLockVC:titleSetup2	Confirm Passcode	잠금 번호 확인	确认锁定密码
FXPopLockVC:textLock	You will be automatically logged out if you enter the  passcode incorrectly five consecutive times.	5회 이상 암호가 일치하지 않을 시 자동 로그아웃 됩니다	密码输入错误次数达到 5 次时，会被自动退出登录。
			
MPeopleVC:syncAddressAlert	Do you want to import the device's contact list to Polaris Office address book?	현재의 계정으로 단말에 있는 주소록을\n취합합니다. 진행 하시겠습니까?	使用当前账户，把设备上的通讯录进行整合。\n要继续吗？
			
MMsgController:ContactAccessAlert	To change access settings of the address book, please go to Privacy > Contacts > Polaris Office.	주소록 접근 설정을 변경하고 싶으시면 개인 정보 보호 > 연락처 > Polaris Office 설정을 활성화 해주세요.	如需更改通讯录访问设置，请在设备的\设置\">\"隐私\">\"通讯录\"中进行设置。"
			
FXInfoShareVC:lblOwner	Owner	소유자	所有人
FXInfoShareVC:lblShareGroup	Shared Group	공유된 그룹	共享组
FXInfoShareVC:lblPublic.on	Public	공개	公开
FXInfoShareVC:lblPublic.off	Private	비공개	私人
FXInfoShareVC:lblPublicDetail.on	Anyone can view	회원여부와 관계없이 문서 보기 가능	不管注册与否，均可查看文档
FXInfoShareVC:lblPublicDetail.off	Only the users who were invited can view	초대 받은 계정으로만 문서 보기 가능	只有被邀请的账户才能查看文档
FXInfoShareVC:btnDeleteShareGroup	Unshare	공유 해제	取消共享
FXInfoShareVC:lblGroupNFormat	%d users excluding %@	%@외 %d명	已向 %@ 外 %d 人
FXInfoShareVC:lblDeleteShareGroup	Do you want to unshare %@?	%@의 공유를 해제하시겠습니까?	%@您确定要禁用共享？
			
FXAccountVC:lblGradeUsage	Service Subscriber	서비스 사용중	服务使用中
FXAccountVC:lblFree	Free	Free	免费
FXAccountVC:lblPremium	Premium	Premium	高级
FXAccountVC:btnUpgrade	Upgrade Account	계정 업그레이드	升级账户
FXAccountVC:btnPremium	Service Introduction	서비스 소개	业务介绍
FXAccountVC:lblDueDate	Available until	까지 이용가능	到期
FXAccountVC:lblEdit	Edit	편집	编辑
FXAccountVC:btnLogout	Log Out	로그아웃	退出登录
FXAccountVC:lblStorageTitle	STORAGE SPACE	저장 공간	云盘空间
			
FXSettingPOSInfoVC:lblDesc	You received additional 300MB of storage for installing Polaris Office Sync. \nNow you can easily and quickly sync and download your documents onto other devices.	Desktop용 Polaris Office를 설치하여 300MB의 보너스 용량과\n문서를 더욱 쉽고 빠르게 업/다운로드 할 수 있습니다.	在您的计算机上安装 Polaris Office Sync，即可获赠 300MB 存储空间，\n同时文档上传和下载也会变得更轻松。
FXSettingPOSInfoVC:lblDescP	You received additional 300MB of storage for installing Polaris Office Sync. Now you can easily and quickly sync and download your documents onto other devices.	Desktop용 Polaris Office를 설치하여 300MB의 보너스 용량과 문서를 더욱 쉽고 빠르게 업/다운로드 할 수 있습니다.	在您的计算机上安装 Polaris Office Sync，即可获赠 300MB 存储空间，同时文档上传和下载也会变得更轻松。
FXSettingPOSInfoVC:lblDescPoint	300MB	300MB	300MB
FXSettingPOSInfoVC:lblTitleInstall	How to Install	설치방법	安装方法
FXSettingPOSInfoVC:lblDescIns1	A download link is being sent to your registered email account.	현재 회원님의 이메일 주소로 다운로드 링크가 전달 중입니다.	正在向您的邮箱地址发送下载链接。
FXSettingPOSInfoVC:lblDescIns2	Open the email titled, 'Polaris Office Sync Download,' on your PC.	Desktop에서 'Polaris Office 다운로드' 이메일을 확인하세요.	请在您的计算机上查收标题为"下载 Polaris Office Sync"的邮件。
FXSettingPOSInfoVC:lblDescIns3	Please click on the link provided in your email	메일의 다운로드 링크를 선택하세요.	请点击邮件内的下载链接。
FXSettingPOSInfoVC:lblDescIns4	Please install Polaris Office Sync for PC.	Desktop용 Polaris Office를 설치하세요.	请安装 Polaris Office Sync。
FXSettingPOSInfoVC:btnClose	Close	닫기	关闭
			
FXPChangeDeviceVC:lblTitle.manage	Manage linked devices	연동 기기 관리	管理已连接设备
FXPChangeDeviceVC:btnPremium	Upgrade account	계정 업그레이드	升级账户
FXPChangeDeviceVC:btnDisconnect	Disconnect linked devices	연동 기기 해제	解除设备连接
FXPChangeDeviceVC:lblDescription	Upgrade your account to \nadd more devices or clear a device from your device list.	계정을 업그레이드하여 연동 기기를 \n추가하거나계정을 업그레이드하여 연동 기기를 \n추가하거나, 디바이스 관리를 눌러 \n다른 기기를 정리해 주세요.\n다른 기기를 정리해 주세요.	请升级账户增加要连接的设备数量，或点击设备管理，对已连接设备进行整理。
			
FXPDeviceVC:lblTitle.disconnect	Disconnect linked devices	연동 기기 해제	解除设备连接
FXPDeviceVC:lblDescription	Please choose a device to disconnect.	해제할 기기를 선택하세요.	请选择要解除连接的设备。
FXPDeviceVC:disconnectDevice	Disconnecting the selected device:\n'[%@]'\nDo you want to continue?	선택한 ['%@']\n기기의 연결을 해제합니다.\n계속할까요?	将要解除已选中的 [%@] 连接，要继续
			
FXPPageVC:title_1	Easy Documentation	쉬운 문서 편집	轻松完成文档编辑
FXPPageVC:title_2	Always Up-To-Date	어디서든 빠른 문서 확인	文档确认更快捷
FXPPageVC:title_3	Various Cloud Service	다양한 클라우드 서비스 연동	联动云服务
FXPPageVC:body_1	View, Edit and Share Documents	모바일 기기에서 문서를 보고 편집할 수 있습니다	可以在手机或平板电脑上查看和编辑文档。
FXPPageVC:body_2	Save your files once, all edits will be updated on your other devices	저장한 문서는 모든 디바이스에 최신 상태로 유지 됩니다	保存的文档会在所有设备上保持最新状态。
FXPPageVC:body_3	Supports connect to multiple Cloud Services at the same time	클라우드에 저장한 문서를 자유롭게 이용할 수 있습니다	您可以使用各种云服务
FXPPageVC:body_1_p	View, Edit and Share Documents	모바일 기기에서 문서를 보고 편집할 수 있습니다	可以在手机或平板电脑上查看和编辑文档。
FXPPageVC:body_2_p	Save your work,\nit's updated on all connected device	저장한 문서는 모든 디바이스에 \n최신 상태로 유지 됩니다	保存的文档会在所有设备上保持最新状态。
FXPPageVC:body_3_p	Connect to your cloud services and manage documents	클라우드에 저장한 문서를 자유롭게 이용할 수 있습니다	您可以使用各种云服务
			
FXPLoginVC:login	Sign In	로그인	登录
FXPLoginVC:lblPolarisID	Email	이메일	账户
FXPLoginVC:lblPolarisPW	Password	비밀번호	密码
FXPLoginVC:btnLogin	Sign In	로그인	登录
FXPLoginVC:btnFind	Find Password	비밀번호 찾기	找回密码
			
FXPAccountVC:alertLoginTitle	Notification	알림	通知
FXPAccountVC:alertLoginOK	You are now logged on Polaris Office	Polaris Office 로그인이 되었습니다.	已登录 Polaris Office
FXPAccountVC:alertLoginFail	This e-mail is not registered, or the e-mail address / password you entered is incorrect.	등록되지 않은 이메일이거나, 이메일 또는 비밀번호를 잘못 입력하였습니다.	未注册的电子邮箱地址，或电子邮箱地址或密码输入错误！
FXPAccountVC:alertPreventPasswd8	You have entered an incorrect password\n%d consecutive times.\nIf you enter an incorrect password 10 consecutive times,\nthen you have to reset your password.	비밀번호를 연속으로 %d회\n 잘못 입력하였습니다.\n연속으로 10회 잘못 입력할 경우 \n비밀번호를 재설정해야 합니다.	已连续 %d 次错误输入密码！\n连续错误输入 10 次后，需要重设密码。
FXPAccountVC:alertPreventPasswd10	You have entered an incorrect password\n10 consecutive times.\nPlease reset your password.	비밀번호를 연속으로 \n10회 잘못 입력하였습니다.\n비밀번호를 재설정 해 주세요.	密码连续错误输入 10 次！\n请重设密码。
FXPAccountVC:alertDeletedAccount	This account has already been deleted. To reuse this username, please wait 7 days.	이미 탈퇴한 계정입니다.\n 이 계정은 탈퇴 7일 이후에 \n 사용할실 수 있습니다.	已注销服务的用户名，注销 7 日后可以重新使用。
FXPAccountVC:alertJoinTitle	Notification	알림	通知
FXPAccountVC:alertExistEmail	This ID is already registered.\n Please try signing in.	이미 가입된 계정입니다.\n로그인으로 해주세요.	已注册过的账户！\n请直接登录。
FXPAccountVC:PopAlert.errorUserInfo	Failed to connect to your Facebook account.	Facebook 정보를 받아오는데 실패하였습니다.	获取 Facebook 信息失败。
FXPAccountVC:onlyFacebook	Select the Facebook sign in button to log in to your account.	페이스북 계정 로그인 버튼을 선택하여 로그인하세요.	请点击"用Facebook账户登录"按钮进行登录。
			
FXPFindPWVC:lblTitle.FindPW	Find Password	비밀번호 찾기	找回密码
"FXPFindPWVC:lblBody	Please enter your e-mail address to receive a password to reset the account.\n If you do not receive this e-mail in a few minutes, please press \"Resend\".\n Please check your spam mail folder before resending the request.	비밀번호 재설정을 위해 Polaris Office 계정의 이메일\n주소를 입력해 주시면 안내 메일을 보내드립니다.	请输入 Polaris Office 账户的电子邮箱地址，系统向所输入的电子邮箱发送重设密码向导邮件。
FXPFindPWVC:lblSubTitle	Did you forget your password?	비밀번호를 잊으셨나요?	忘记密码了？
FXPFindPWVC:btnCommit	Send	보내기	发送
FXPFindPWVC:tfEmail.placeholder	Enter E-mail	E-mail 입력	输入电子邮箱地址
FXPFindPWVC:toastFindPassword	Your password has been sent to\n %@.	%@'로\n 메일이 전송되었습니다.	已向 %@ 发送邮件！
			
FXPCreateAccountVC:lblTitle.Join	Sign up	회원 가입	注册会员
FXPCreateAccountVC:lblFirstName	First Name	이름	名
